"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"656","충청남도 보령시 웅천읍 대창리","685-2","0685","0002","신영빌라","77.4000","70.6100","202507","12","5,500","1","개인","개인","1991","장터8길 60","-","중개거래","충남 보령시","-"
"657","경상북도 영양군 영양읍 서부리","529-2","0529","0002","서부아트룸","49.3600","44.0300","202507","12","3,100","2","개인","개인","1999","팔수로 518","-","직거래","-","25.07.15"
"658","경기도 화성시 봉담읍 동화리","431-25","0431","0025","(431-25)","68.8300","46.6000","202507","12","16,000","5","개인","개인","2016","상봉길 51-4","-","중개거래","경기 화성시","-"
"659","서울특별시 강동구 길동","129","0129","0000","상상프리","38.7300","23.9700","202507","12","33,000","2","개인","개인","2015","명일로16길 15","-","중개거래","서울 강동구","-"
"660","서울특별시 성북구 성북동","179-208","0179","0208","삼성아트빌3차","49.8700","23.4000","202507","12","66,000","2","개인","개인","2020","성북로8길 44-1","-","중개거래","서울 성북구","-"
"661","서울특별시 서대문구 연희동","170-122","0170","0122","(170-122)","41.4000","32.0000","202507","12","20,500","2","개인","개인","1986","홍제천로 170-12","-","중개거래","서울 서대문구","-"
"662","서울특별시 동작구 사당동","180-34","0180","0034","180-34","29.3400","25.3447","202507","12","31,000","3","개인","개인","2014","사당로23아길 51","-","중개거래","서울 동작구","-"
"663","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","15.6200","10.6000","202507","12","10,000","4","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"664","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","64.0900","39.7400","202507","12","38,000","1","개인","개인","2019","복정로118번길 18","-","중개거래","경기 성남시 수정구","-"
"665","서울특별시 송파구 삼전동","66-16","0066","0016","그라민하우스","29.2600","20.1800","202507","12","49,000","5","개인","개인","2019","백제고분로28길 27-24","-","중개거래","서울 송파구","-"
"666","전라남도 광양시 금호동","684","0684","0000","목련빌라","54.2700","142.4199","202507","12","4,200","1","개인","개인","1988","금호로 244","-","중개거래","전남 광양시","25.07.14"
"667","부산광역시 서구 암남동","466-1","0466","0001","삼정하이빌","98.3200","58.4809","202507","12","10,750","1","개인","개인","2009","암남로78번길 46","-","중개거래","부산 사하구","-"
"668","경기도 고양시 덕양구 고양동","128-9","0128","0009","장미B동","45.4400","33.1800","202507","12","7,200","1","개인","개인","1991","벽제관로 25-1","-","중개거래","경기 고양시 덕양구","25.07.15"
"669","제주특별자치도 제주시 오라삼동","2550-1","2550","0001","(2550-1)","84.3400","118.0960","202507","12","39,500","3","개인","개인","2021","월구길 35","-","중개거래","제주 제주시","-"
"670","서울특별시 구로구 궁동","237-10","0237","0010","현대힐타운","29.5500","19.1200","202507","12","21,250","2","개인","개인","2018","부일로9길 78","-","중개거래","서울 구로구","-"
"671","강원특별자치도 홍천군 홍천읍 연봉리","202-2","0202","0002","햇살빌라1차","66.4260","77.1785","202507","12","13,800","4","개인","개인","2012","연봉서로 16","-","중개거래","강원 홍천군","-"
"672","전라남도 고흥군 고흥읍 남계리","210-2","0210","0002","수아빌라","111.3500","115.3125","202507","12","8,000","4","개인","개인","2001","고흥로 1908","-","직거래","-","-"
"673","경기도 화성시 오산동","993","0993","0000","중흥에스클래스더테라스리버파크2차","103.3151","132.1209","202507","12","110,000","4","개인","개인","2019","동탄기흥로353번길 96","-","중개거래","경기 화성시","25.07.15"
"674","서울특별시 광진구 구의동","45-24","0045","0024","진영베스트빌(45-24)","54.7400","36.5200","202507","12","43,500","1","개인","개인","2010","자양로44나길 23","-","중개거래","서울 광진구","-"
"675","서울특별시 광진구 구의동","242-42","0242","0042","삼보빌라A","42.1300","24.8300","202507","12","32,500","1","개인","개인","1991","구의로1길 7","-","중개거래","서울 광진구, 서울 영등포구","-"
"676","제주특별자치도 서귀포시 중문동","1519","1519","0000","백구주택(백구빌라)","90.4800","54.0000","202507","12","8,800","4","개인","개인","1995","중문로41번길 9","-","중개거래","제주 서귀포시","-"
"677","경기도 안산시 상록구 월피동","522-4","0522","0004","예술그린빌","75.7450","40.0185","202507","12","13,600","3","개인","개인","2002","광덕산로 10","-","중개거래","경기 안산시 상록구","-"
"678","서울특별시 구로구 개봉동","109-21","0109","0021","드림빌","25.0800","23.2000","202507","12","15,000","4","개인","개인","2008","고척로27길 88","-","직거래","-","25.07.17"
"679","서울특별시 서대문구 북가좌동","367-2","0367","0002","행운아트빌(B동)","59.8200","27.7700","202507","12","89,000","5","개인","개인","2003","거북골로23길 13","-","중개거래","서울 서대문구","-"
"680","인천광역시 미추홀구 용현동","536-8","0536","0008","유안파크빌102동","41.0300","20.4729","202507","12","8,000","4","개인","개인","2014","능해길 191","-","중개거래","인천 미추홀구","-"
"681","경기도 화성시 송산동","135-74","0135","0074","두성빌라","47.7600","35.5760","202507","12","7,700","4","개인","개인","1994","화산중앙로78번길 21","-","중개거래","경기 화성시","25.07.14"
"682","서울특별시 서대문구 남가좌동","3-100","0003","0100","라임하우스(3-100)","49.6100","29.5306","202507","12","28,300","2","개인","개인","2018","명지대7길 6","-","중개거래","서울 서대문구","-"
"683","경기도 수원시 권선구 서둔동","107-11","0107","0011","영남빌라가나동","56.4300","41.6700","202507","12","5,000","1","개인","개인","1990","서호로115번길 20-14","-","중개거래","경기 수원시 권선구","-"
"684","서울특별시 마포구 서교동","463-25","0463","0025","서교S빌라","79.9500","41.1910","202507","12","33,000","-1","개인","개인","2002","동교로 144-9","-","중개거래","서울 마포구","-"
"685","서울특별시 양천구 신월동","234-13","0234","0013","삼익주택","41.4900","32.6600","202507","12","14,000","1","개인","개인","1986","월정로15길 24","-","직거래","-","25.07.14"
"686","서울특별시 마포구 아현동","745","0745","0000","천중팰리스","56.2300","18.0000","202507","12","77,500","2","개인","개인","2015","마포대로24안길 3","-","중개거래","서울 마포구, 서울 서대문구","-"
"687","경상북도 포항시 남구 오천읍 용덕리","351-66","0351","0066","한양빌라(라동)","46.9700","42.2727","202507","12","2,500","3","개인","개인","1991","해병로217번길 7","-","중개거래","경북 포항시 남구","-"
"688","전북특별자치도 전주시 덕진구 덕진동2가","126-4","0126","0004","덕일빌리지","37.3500","27.8775","202507","12","21,000","3","개인","개인","1996","하가로 76","-","중개거래","전북 전주시 덕진구","-"
"689","서울특별시 양천구 신월동","466-8","0466","0008","행담가","40.2100","29.4700","202507","12","33,000","5","개인","개인","2022","오목로15길 31-1","-","중개거래","서울 강서구, 서울 관악구","-"
"690","서울특별시 관악구 신림동","414-53","0414","0053","(414-53)","32.9400","18.0967","202507","12","23,300","1","개인","개인","1992","문성로32길 57","-","중개거래","서울 관악구","-"
"691","서울특별시 양천구 신월동","957-16","0957","0016","건우로얄빌라(마동)","41.1300","30.8375","202507","12","25,000","1","개인","개인","1988","지양로7길 27-6","-","중개거래","서울 양천구","-"
"692","충청남도 서산시 동문동","512-4","0512","0004","서창하이츠빌","73.1000","36.7700","202507","12","7,500","3","개인","개인","2003","학동9로 28","-","중개거래","충남 서산시","-"
"693","경기도 부천시 원미구 심곡동","126-1","0126","0001","진양","36.6000","30.0889","202507","12","11,800","2","개인","개인","1983","부흥로413번길 15","-","중개거래","경기 부천시 원미구","25.07.17"
"694","서울특별시 동대문구 이문동","315-4","0315","0004","청암빌라","48.7200","59.7200","202507","12","43,000","2","개인","개인","1989","휘경로2길 25","-","중개거래","서울 동대문구","-"
"695","경기도 부천시 원미구 역곡동","36-1","0036","0001","비앤비퀸즈빌(A,B,C동)","59.3000","37.8400","202507","12","23,500","5","개인","개인","2014","부일로685번길 40-6","-","중개거래","경기 부천시 원미구","-"
"696","서울특별시 양천구 신정동","1194-2","1194","0002","영진아트빌","54.1100","27.4000","202507","12","72,000","2","개인","개인","2002","중앙로29길 120","-","중개거래","서울 양천구","-"
"697","서울특별시 동작구 사당동","180-6","0180","0006","대광8차가동","40.7400","25.0000","202507","12","24,000","1","개인","개인","1991","사당로23아길 57","-","중개거래","서울 동작구","-"
"698","경기도 남양주시 진접읍 장현리","330-2","0330","0002","현대주택2동","49.7000","30.0000","202507","12","6,500","2","개인","개인","1986","장현로 144-41","-","중개거래","경기 남양주시","-"
"699","강원특별자치도 삼척시 남양동","55-5","0055","0005","중앙시장","56.2100","9.8700","202507","12","2,800","5","개인","개인","1992","진주로 12-21","-","중개거래","강원 삼척시","-"
"700","경기도 광명시 광명동","737-1","0737","0001","신세계주택A동(737-1)","39.2400","23.0000","202507","12","17,000","-1","개인","개인","1995","도덕로28번안길 5-11","-","중개거래","경기 광명시","-"
"701","서울특별시 강동구 암사동","489-67","0489","0067","한솔아트빌3차","58.1100","33.0500","202507","12","33,500","3","개인","개인","2009","상암로23길 5","20250716","중개거래","서울 강동구","-"
"702","경기도 부천시 오정구 고강동","418-10","0418","0010","천안주택(418-10)","28.2900","29.4500","202507","12","10,700","2","개인","개인","1990","역곡로472번길 161-7","-","직거래","-","25.07.16"
"703","경기도 부천시 오정구 고강동","413-10","0413","0010","신탁골드빌106동","82.2800","34.7900","202507","12","23,300","2","개인","개인","2002","역곡로496번길 125-4","-","중개거래","서울 양천구","-"
"704","경기도 남양주시 금곡동","677-42","0677","0042","대원주택","36.5400","26.4400","202507","12","8,400","1","개인","개인","1990","홍유릉로325번안길 4-5","-","중개거래","경기 남양주시","-"
"705","경기도 남양주시 금곡동","678-72","0678","0072","대양빌리지105동","75.3300","69.2500","202507","12","19,000","3","개인","개인","2008","홍유릉로325번안길 15-4","-","중개거래","경기 남양주시","-"
"706","경기도 수원시 팔달구 우만동","513-14","0513","0014","태성빌라14동","37.3600","29.0100","202507","12","20,700","-1","개인","개인","1990","팔달문로153번길 46","-","중개거래","경기 수원시 팔달구","-"
"707","서울특별시 강동구 암사동","489-67","0489","0067","한솔아트빌3차","58.1100","33.0500","202507","12","33,500","3","개인","개인","2009","상암로23길 5","-","중개거래","서울 강동구","-"
"708","경기도 부천시 원미구 역곡동","201-13","0201","0013","삼성아이파크","33.6700","20.3300","202507","12","16,000","2","개인","개인","2015","부일로763번길 44-5","-","중개거래","경기 부천시 원미구","-"
"709","부산광역시 금정구 부곡동","333-11","0333","0011","제왕맨션","64.6600","41.2500","202507","12","35,000","4","개인","개인","1981","동현로16번길 29","-","중개거래","부산 금정구","-"
"710","대전광역시 중구 산성동","274-8","0274","0008","문성빌라다동","46.2000","35.1833","202507","12","5,200","3","개인","개인","1990","대둔산로364번길 33-25","-","중개거래","대전 중구","-"
"711","서울특별시 강서구 화곡동","355-20","0355","0020","베아트리스","29.3500","17.9300","202507","12","20,500","2","개인","개인","2017","곰달래로15가길 34-10","-","중개거래","서울 강서구","25.07.17"
"712","경기도 부천시 소사구 괴안동","184-40","0184","0040","에덴하이빌","54.2900","26.7900","202507","12","29,800","4","개인","개인","2018","안곡로205번길 7","-","중개거래","경기 부천시 소사구","-"
"713","서울특별시 양천구 목동","529-14","0529","0014","성문빌라","57.4200","29.1100","202507","12","15,000","-1","개인","개인","1995","목동중앙본로32길 19","-","중개거래","서울 구로구","-"
"714","경기도 광주시 초월읍 산이리","25-1","0025","0001","청림하임빌제101동","50.6450","64.5400","202507","12","13,800","3","개인","법인","2016","독고개길 14-12","-","중개거래","경기 광주시","-"
"715","서울특별시 강서구 화곡동","98-53","0098","0053","풍전빌라(98-53)","45.5200","20.2610","202507","12","17,000","3","개인","개인","2001","화곡로32길 2-7","-","중개거래","서울 강서구","25.07.16"
"716","서울특별시 강북구 미아동","223-31","0223","0031","삼흥하이츠빌라","39.3000","22.1000","202507","12","19,700","2","개인","개인","1994","솔매로41길 30","-","중개거래","서울 강북구","-"
"717","부산광역시 수영구 광안동","128-13","0128","0013","신화아트빌","66.4400","321.7787","202507","12","29,500","4","개인","개인","2014","수영로618번길 97","-","중개거래","부산 수영구","-"
"718","서울특별시 강북구 우이동","180-8","0180","0008","더존팰리스","46.7000","24.8300","202507","12","30,000","5","개인","개인","2018","삼양로173나길 16","-","중개거래","서울 강북구","-"
"719","서울특별시 은평구 불광동","228-45","0228","0045","두성하이츠(A동,B동)","60.0000","36.0700","202507","12","53,000","5","개인","개인","2008","불광로13가길 19","-","중개거래","서울 은평구","-"
"720","대전광역시 서구 용문동","282-3","0282","0003","힐링마을","67.7988","50.4441","202507","12","23,200","4","개인","개인","2015","용문로 124","-","중개거래","대전 서구","-"
"721","서울특별시 양천구 신월동","916-3","0916","0003","광일주택(A동)","32.8500","22.9750","202507","12","19,000","1","개인","개인","1990","지양로16길 9","-","중개거래","서울 양천구","-"
"722","서울특별시 양천구 목동","717-23","0717","0023","다나베스트빌","62.0800","37.8900","202507","12","23,000","3","개인","개인","2007","목동중앙본로7가길 19-7","-","중개거래","서울 양천구","-"
"723","서울특별시 양천구 목동","499-1","0499","0001","(499-1)","29.9600","19.0300","202507","12","30,000","3","개인","개인","2014","목동중앙본로31길 19","-","중개거래","서울 양천구","25.07.14"
"724","서울특별시 용산구 청파동3가","118-133","0118","0133","케렌시아용산A","36.3400","21.0200","202507","12","76,900","4","개인","개인","2023","청파로43라길 39","-","직거래","-","-"
"725","서울특별시 동대문구 휘경동","49-181","0049","0181","동일베스빌","59.8500","35.5290","202507","12","52,000","3","개인","개인","2023","한천로46길 87","-","중개거래","서울 동대문구","-"
"726","서울특별시 양천구 목동","498-7","0498","0007","레이나","29.2100","19.3100","202507","12","29,000","3","개인","개인","2015","목동중앙북로12길 40","-","중개거래","서울 양천구","25.07.14"
"727","인천광역시 서구 석남동","109-20","0109","0020","첼시타운","74.3500","46.4000","202507","12","15,500","5","개인","개인","2009","서달로116번길 7","-","중개거래","인천 서구","-"
"728","전북특별자치도 고창군 고창읍 덕산리","218","0218","0000","남양주택","84.9100","93.4213","202507","12","10,300","3","개인","개인","1993","중거리당산로 78-3","-","중개거래","전북 고창군","-"
"729","서울특별시 양천구 목동","558-8","0558","0008","이가채(나동)","29.9700","20.9873","202507","12","24,000","4","개인","개인","2016","목동중앙북로16길 101","-","중개거래","서울 양천구","-"
"730","서울특별시 중랑구 묵동","75-3","0075","0003","대고샤인빌","52.1900","34.2230","202507","12","37,000","2","개인","개인","2020","공릉로12길 33","-","중개거래","서울 중랑구","-"
"731","서울특별시 도봉구 쌍문동","460-166","0460","0166","인구빌라","40.2000","24.3750","202507","12","13,800","4","개인","개인","1992","우이천로38나길 38","-","중개거래","서울 성북구","-"
"732","서울특별시 성북구 석관동","340-385","0340","0385","혜성스테이","28.7900","24.2559","202507","12","24,700","5","개인","개인","2018","화랑로24길 22-7","-","중개거래","서울 성북구","-"
"733","부산광역시 부산진구 가야동","361-17","0361","0017","유진비동","56.0100","35.7700","202507","12","40,100","2","개인","개인","2001","엄광로 249","-","중개거래","부산 부산진구","-"
"734","서울특별시 동작구 상도동","301-42","0301","0042","태경빌4차","29.8200","16.9042","202507","12","19,600","5","개인","개인","2016","국사봉10길 62-4","-","중개거래","서울 동작구","25.07.15"
"735","서울특별시 동작구 상도동","7-4","0007","0004","에버그린빌","29.3400","17.4700","202507","12","26,800","4","개인","개인","2017","매봉로4가길 8","-","중개거래","서울 동작구","-"
"736","서울특별시 양천구 목동","610-33","0610","0033","신우스타힐스","26.9200","18.5300","202507","12","21,800","2","개인","개인","2015","목동중앙북로5길 14","-","중개거래","서울 양천구","-"
"737","경기도 안산시 상록구 본오동","947-4","0947","0004","대림아트빌(947-4)","65.3950","29.6600","202507","12","14,150","1","개인","개인","2003","선암로 30","-","중개거래","경기 안산시 상록구","-"
"738","서울특별시 양천구 목동","713-9","0713","0009","에이앤캐슬","36.5700","19.9000","202507","12","32,700","6","개인","개인","2019","등촌로 122","-","중개거래","서울 강서구","-"
"739","전북특별자치도 고창군 흥덕면 흥덕리","401-1","0401","0001","삼진(2동)","49.1700","36.6700","202507","12","3,600","1","개인","개인","1991","서일길 25-6","-","중개거래","전북 고창군","25.07.14"
"740","인천광역시 서구 심곡동","299-7","0299","0007","미주하이빌(299-7)","69.6800","35.0000","202507","12","13,300","2","개인","개인","2001","탁옥로86번길 7-1","-","중개거래","인천 서구","-"
"741","서울특별시 은평구 응암동","102-22","0102","0022","토월성빌라","34.3500","18.9300","202507","12","22,000","3","개인","개인","1996","응암로34가길 14-3","-","중개거래","서울 은평구","-"
"742","인천광역시 부평구 부평동","750-5","0750","0005","성원빌리지","40.3800","21.9000","202507","12","8,000","2","개인","개인","1990","동수북로108번길 3","-","중개거래","인천 부평구","-"
"743","서울특별시 금천구 시흥동","910-11","0910","0011","리체아트빌","56.2350","28.5300","202507","12","31,500","5","개인","개인","2016","금하로24길 14","-","중개거래","서울 금천구","-"
"744","인천광역시 부평구 부평동","624-21","0624","0021","대원(6,7동)","42.9800","23.2141","202507","12","8,500","2","개인","개인","1978","동수로 105","-","중개거래","인천 부평구","-"
"745","경기도 광주시 회덕동","207-1","0207","0001","리더스빌(105동)","61.2200","67.6250","202507","12","23,000","2","개인","개인","2016","회덕길 50-27","-","직거래","-","-"
"746","인천광역시 남동구 서창동","560-8","0560","0008","서창에스클래스(7동)(560-8)","39.0300","27.4190","202507","12","16,000","2","개인","개인","2017","독곡로 41","-","중개거래","인천 남동구","-"
"747","경기도 광주시 송정동","350-106","0350","0106","송정낙원포레시티(305동)","51.4700","119.5620","202507","12","20,850","1","개인","개인","2017","행정타운로69번길 49","-","중개거래","경기 광주시","-"
"748","서울특별시 중랑구 중화동","299-48","0299","0048","(299-48)","31.2200","19.9900","202507","12","37,500","6","개인","개인","2021","중랑역로18길 22-4","-","중개거래","서울 중랑구","-"
"749","서울특별시 동작구 신대방동","366-24","0366","0024","현대빌라(366-24)","47.4800","24.8860","202507","12","30,700","3","개인","개인","1997","여의대방로22차길 8","-","중개거래","서울 동작구","-"
"750","서울특별시 양천구 목동","528-30","0528","0030","하나가온","28.2300","28.1000","202507","12","38,000","3","개인","개인","2022","목동중앙북로14길 16-6","-","중개거래","서울 서초구, 서울 양천구","25.07.15"
"751","서울특별시 종로구 부암동","127-1","0127","0001","그린하이츠빌라","73.8000","89.3800","202507","12","40,600","2","개인","개인","1990","백석동길 276","-","중개거래","서울 종로구","-"
"752","서울특별시 중랑구 중화동","291-44","0291","0044","청호빌","58.5000","30.3380","202507","12","51,000","3","개인","개인","2002","동일로124길 76","-","중개거래","서울 중랑구","-"
"753","대구광역시 동구 괴전동","117-67","0117","0067","둥지B동","63.7000","31.5800","202507","12","6,700","4","개인","개인","1993","동내로 20","-","직거래","-","-"
"754","인천광역시 동구 화평동","3-214","0003","0214","삼성맨션1동","50.4650","15.6400","202507","12","10,450","2","개인","개인","2002","송화로31번길 19-1","-","중개거래","인천 동구","25.07.15"
"755","서울특별시 광진구 자양동","616-3","0616","0003","럭스빌(616-3)","21.4900","13.2200","202507","12","25,000","3","개인","개인","2011","자양로13다길 13","-","중개거래","서울 광진구","-"
"756","서울특별시 광진구 자양동","610-24","0610","0024","힐하우스","41.4300","28.7200","202507","12","39,500","3","개인","개인","2008","뚝섬로43길 3-18","-","중개거래","서울 광진구","-"
"757","서울특별시 관악구 봉천동","661-28","0661","0028","한성패밀리타운A","46.3200","31.1400","202507","12","25,700","2","개인","개인","1991","봉천로19길 23-14","-","중개거래","서울 관악구","-"
"758","울산광역시 울주군 언양읍 동부리","352-14","0352","0014","동부스위트빌A동","71.2100","60.8375","202507","12","12,500","3","개인","개인","2007","북문8길 2","-","중개거래","울산 울주군","-"
"759","경기도 안산시 상록구 본오동","772-3","0772","0003","금목센트레빌A동","60.6000","30.1160","202507","12","21,500","3","개인","개인","2020","각골로1안길 20","-","중개거래","경기 안산시 상록구","-"
"760","서울특별시 금천구 독산동","905-6","0905","0006","쌍용프라임","35.8700","26.5700","202507","12","27,000","2","개인","개인","2014","남부순환로130길 45","-","중개거래","서울 관악구","-"
"761","서울특별시 은평구 역촌동","77-3","0077","0003","한양아트빌(77-3)","44.4200","25.7400","202507","12","26,700","5","개인","개인","2010","갈현로5길 8","-","중개거래","서울 은평구","-"
"762","인천광역시 남동구 구월동","1307-5","1307","0005","자인주택(다동)","53.0600","40.7825","202507","12","8,200","2","개인","개인","1988","구월말로28번길 9-1","-","중개거래","인천 남동구","-"
"763","경기도 성남시 수정구 태평동","7334-7","7334","0007","한샘빌라","55.4900","28.0200","202507","12","25,000","2","개인","개인","1998","수정북로 105-6","-","중개거래","경기 성남시 수정구","-"
"764","경상남도 김해시 삼정동","644-22","0644","0022","샛별오크빌","74.3500","38.7000","202507","12","6,700","5","개인","개인","2003","인제로39번길 54-43","-","중개거래","경남 김해시","-"
"765","서울특별시 관악구 봉천동","673-118","0673","0118","신진주택","102.8100","476.0000","202507","12","50,000","3","개인","개인","1996","봉천로17길 31-11","-","중개거래","서울 관악구","-"
"766","부산광역시 수영구 광안동","137-28","0137","0028","스타뷰타워21","17.8800","11.8399","202507","12","26,000","3","개인","개인","2021","수영로606번길 54","-","중개거래","부산 수영구, 부산 연제구","-"
"767","경기도 김포시 통진읍 서암리","885-5","0885","0005","로얄퀸즈302동303동","58.1700","86.7000","202507","12","17,800","1","개인","개인","2020","담터로 31","-","중개거래","경기 김포시","-"
"768","경기도 성남시 중원구 은행동","2250-3","2250","0003","명보빌라","46.6400","14.5600","202507","12","20,000","2","개인","개인","1991","은행로78번길 8","-","중개거래","경기 성남시 중원구","-"
"769","서울특별시 강동구 암사동","458-80","0458","0080","한솔아트빌","44.8600","22.7400","202507","12","36,500","5","개인","개인","2019","고덕로 70","-","중개거래","서울 강동구, 서울 성북구","-"
"770","충청남도 공주시 교동","52-8","0052","0008","금강캐슬1동","68.3700","54.2500","202507","12","15,500","2","개인","개인","2018","교동1길 18-1","-","중개거래","충남 공주시","-"
"771","경기도 부천시 소사구 괴안동","166-13","0166","0013","송림하이츠빌라","54.3100","30.0600","202507","12","17,800","2","개인","개인","2000","경인로536번길 44-6","-","중개거래","경기 부천시 소사구, 경기 부천시 원미구","-"
"772","경기도 고양시 덕양구 주교동","594-14","0594","0014","훼미리타운(594-14)3동","46.8800","37.3200","202507","12","24,015","3","개인","개인","1992","고양대로1315번길 58-5","-","중개거래","경기 고양시 덕양구","-"
"773","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","15.8400","21.0130","202507","12","23,000","4","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"774","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","20.5900","25.4370","202507","12","26,000","4","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"775","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","34.0400","25.4370","202507","12","25,000","3","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"776","서울특별시 은평구 신사동","200-53","0200","0053","미래홈타운(200-53)","55.1100","23.2000","202507","12","29,650","3","개인","개인","2002","은평터널로 169-15","-","중개거래","서울 은평구","-"
"777","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","28.1200","21.0130","202507","12","23,500","3","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"778","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","34.0400","25.4370","202507","12","27,000","2","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"779","서울특별시 금천구 독산동","1026-5","1026","0005","스카이에코빌A","27.0100","15.7900","202507","12","18,450","5","개인","개인","2013","시흥대로110길 28","-","중개거래","서울 금천구","-"
"780","경기도 용인시 처인구 역북동","427-7","0427","0007","유성빌라","56.7900","53.1917","202507","12","15,400","1","개인","개인","1985","중부대로1313번길 6","-","중개거래","경기 용인시 처인구","25.07.16"
"781","경기도 부천시 소사구 괴안동","100-23","0100","0023","신진시티빌라101동","46.8300","29.7200","202507","12","8,500","-1","개인","개인","1997","안곡로79번길 18","-","중개거래","경기 부천시 소사구","-"
"782","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","28.1200","21.0130","202507","12","23,500","2","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"783","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","34.0400","25.4370","202507","12","26,000","1","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"784","서울특별시 광진구 중곡동","288-35","0288","0035","RICHEN5","28.1200","21.0130","202507","12","26,000","1","개인","개인","2016","용마산로32길 11-6","-","중개거래","서울 광진구","-"
"785","서울특별시 중랑구 면목동","502-21","0502","0021","리움(502-21)","41.3600","25.3170","202507","12","38,000","2","개인","개인","2019","면목로57길 8-7","-","중개거래","서울 중랑구","-"
"786","인천광역시 미추홀구 주안동","1161-102","1161","0102","석영아트빌","64.7200","30.1700","202507","12","12,500","5","개인","개인","2008","인하로318번길 11-31","-","직거래","-","25.07.14"
"787","경기도 안산시 상록구 사동","1414-2","1414","0002","동양파크빌","75.0500","35.8750","202507","11","16,300","4","개인","개인","2008","장화1길 16-1","-","중개거래","경기 안산시 상록구","25.07.14"
"788","경기도 과천시 별양동","23-6","0023","0006","cubewell(큐브웰)","35.0500","25.0340","202507","11","75,000","4","개인","개인","2021","향촌2길 9","-","중개거래","경기 과천시","-"
"789","경기도 광주시 초월읍 대쌍령리","99-4","0099","0004","신안팰리스(B동)","59.3600","66.6250","202507","11","15,000","3","개인","개인","2012","무들로 56-11","-","중개거래","경기 광주시","-"
"790","대전광역시 동구 자양동","109-4","0109","0004","진호타운","21.4000","12.7910","202507","11","1,600","3","개인","개인","1993","백룡로37번길 18","-","중개거래","대전 동구","25.07.15"
"791","인천광역시 서구 마전동","1132-5","1132","0005","하늘풍경채101동","46.3200","33.4453","202507","11","14,000","4","개인","개인","2011","검단로623번길 37","-","직거래","-","25.07.14"
"792","서울특별시 강북구 미아동","776-19","0776","0019","유진빌","45.0000","26.5000","202507","11","27,300","4","개인","개인","2014","삼양로53길 25-2","-","중개거래","서울 강서구","-"
"793","경기도 고양시 덕양구 관산동","548-2","0548","0002","정우빌라2","35.1800","27.2800","202507","11","4,000","4","개인","개인","1991","동헌로23번길 61-4","-","중개거래","경기 고양시 덕양구","-"
"794","전북특별자치도 익산시 신동","815-16","0815","0016","보라","84.3000","82.3917","202507","11","4,000","3","개인","개인","1983","동서로33길 56","-","중개거래","전북 익산시","25.07.11"
"795","경기도 광주시 신현동","825-15","0825","0015","더베일리하우스(202동)","66.4900","75.0000","202507","11","26,300","3","개인","개인","2016","신현로 12-200","-","중개거래","경기 광주시","-"
"796","인천광역시 서구 가좌동","192-88","0192","0088","세화빌라(3동)","32.6700","23.5000","202507","11","7,000","2","개인","개인","1988","가석로 144-1","-","중개거래","인천 서구","25.07.17"
"797","강원특별자치도 평창군 진부면 하진부리","51","0051","0000","대관령빌라","44.6100","57.6500","202507","11","4,500","2","개인","개인","1991","진부중앙로 135","-","직거래","-","25.07.11"
