"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"571","경상남도 창원시 성산구 상남동","69-2","0069","0002","새롬아이포빌","25.9400","202507","09","4,750","12","개인","개인","2003","상남로 35","-","중개거래","경남 창원시 성산구"
"572","서울특별시 강남구 수서동","716","0716","0000","사이룩스","40.8800","202507","09","30,000","13","개인","개인","2003","광평로 295","-","중개거래","서울 강남구"
"573","서울특별시 서초구 서초동","1303-6","1303","0006","현대썬앤빌 강남 더 인피닛","17.9500","202507","09","22,500","10","개인","개인","2018"," ","-","중개거래","서울 서초구"
"574","경기도 평택시 고덕동","2155","2155","0000","고덕 헤리움 시그니어","20.3432","202507","08","10,000","24","개인","개인","2023","고덕여염9길 51","-","중개거래","경기 평택시"
"575","제주특별자치도 제주시 연동","1494","1494","0000","신제주 연동 트리플시티","83.8633","202507","08","54,964","7","법인","법인","2021","연북로 106","-","중개거래","제주 제주시"
"576","경기도 하남시 망월동","1129-2","1129","0002","미사역 헤리움 애비뉴어","20.4216","202507","08","13,500","4","개인","개인","2020"," ","-","직거래","-"
"577","경기도 고양시 일산동구 백석동","1313","1313","0000","일산백석더루벤스카운티","35.3400","202507","08","14,300","7","개인","개인","2012","장백로 19","-","중개거래","경기 고양시 일산동구"
"578","경기도 안양시 동안구 관양동","1594-1","1594","0001","효성인텔리안","32.4300","202507","08","12,000","9","법인","법인","2005","시민대로 273","-","직거래","-"
"579","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","31.7960","202507","08","12,000","16","개인","개인","2013","동탄원천로 360","-","직거래","-"
"580","경기도 부천시 원미구 중동","1167-3","1167","0003","파크리움","23.4000","202507","08","9,000","5","개인","개인","2012"," 34","-","중개거래","경기 부천시 원미구"
"581","대구광역시 중구 수창동","173","0173","0000","대구역센트럴자이","26.0788","202507","08","7,500","14","개인","개인","2017","서성로 99","-","직거래","-"
"582","인천광역시 남동구 구월동","1118-27","1118","0027","두원파크빌","51.3400","202507","08","15,700","5","개인","개인","2017"," ","-","중개거래","인천 미추홀구"
"583","인천광역시 남동구 간석동","542-2","0542","0002","(542-2)","38.0000","202507","08","5,922","2","개인","법인","2000","경인로 554","-","직거래","-"
"584","경기도 고양시 일산동구 장항동","853-1","0853","0001","웨스턴853","28.2060","202507","08","13,800","5","개인","개인","2017","정발산로42번길 60","-","직거래","-"
"585","인천광역시 연수구 송도동","8-20","0008","0020","송도 캐슬 센트럴파크","18.5431","202507","08","12,000","4","개인","개인","2019","하모니로138번길 11","-","직거래","-"
"586","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","32.0580","202507","08","11,300","10","개인","개인","2013","동탄원천로 360","-","중개거래","경기 화성시"
"587","경기도 용인시 처인구 김량장동","40-4","0040","0004","메트하임가동","18.0600","202507","08","6,700","7","개인","개인","2016","백옥대로 1085","-","중개거래","경기 용인시 처인구"
"588","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","32.0580","202507","08","12,500","6","개인","개인","2013","동탄원천로 360","-","직거래","-"
"589","경기도 고양시 일산동구 백석동","1309","1309","0000","백석 우림보보카운티","17.8500","202507","08","6,800","4","개인","개인","2005","일산로 38","-","중개거래","경기 고양시 일산동구"
"590","경기도 고양시 일산동구 백석동","1309","1309","0000","백석 우림보보카운티","17.8500","202507","08","6,850","6","개인","개인","2005","일산로 38","-","중개거래","경기 고양시 일산동구"
"591","서울특별시 동대문구 휘경동","330","0330","0000","(330)","30.0200","202507","08","7,000","14","개인","개인","1999","이문로 22","-","직거래","-"
"592","경기도 수원시 영통구 이의동","1348-2","1348","0002","광교하이니티","26.7100","202507","08","14,400","10","개인","개인","2013","에듀타운로106번길 16","-","직거래","-"
"593","경기도 구리시 수택동","381-20","0381","0020","클래시아 구리 오피스텔","40.8600","202507","08","25,000","13","개인","개인","2019","안골로63번길 38","-","직거래","-"
"594","대전광역시 유성구 봉명동","536-9","0536","0009","홍인오피스텔","33.5300","202507","08","2,900","18","개인","개인","1992","대학로 28","-","중개거래","대전 유성구"
"595","인천광역시 미추홀구 용현동","475-1","0475","0001","용마루 아파트","79.0500","202507","08","16,200","4","개인","개인","2017"," 92","20250708","중개거래","인천 미추홀구"
"596","제주특별자치도 서귀포시 대정읍 보성리","2476-13","2476","0013","제주 이노에듀타운","25.7420","202507","08","5,000","2","개인","개인","2016","글로벌에듀로 382","-","중개거래","제주 서귀포시"
"597","서울특별시 마포구 동교동","155-27","0155","0027","효성홍익인간오피스텔","43.4600","202507","08","29,500","3","개인","개인","2004","양화로 183","-","중개거래","서울 마포구"
"598","서울특별시 종로구 내수동","71","0071","0000","경희궁의 아침 2단지","32.4300","202507","08","31,500","13","개인","개인","2004","사직로8길 24","-","중개거래","서울 종로구"
"599","경기도 고양시 일산동구 백석동","1237","1237","0000","일산 요진 와이시티","29.2300","202507","08","16,400","6","개인","개인",""," ","-","중개거래","경기 고양시 일산동구"
"600","경기도 고양시 덕양구 삼송동","289","0289","0000","현대썬앤빌","24.6500","202507","08","14,000","13","개인","개인","2018","삼송로 210","20250709","중개거래","경기 고양시 덕양구"
"601","부산광역시 연제구 거제동","900-8","0900","0008","청목파르테논","34.0200","202507","08","10,500","6","개인","개인","2003","월드컵대로 282","-","중개거래","부산 연제구"
"602","세종특별자치시  어진동","648","0648","0000","2차푸르지오시티","21.9200","202507","08","7,400","16","개인","개인","2014","가름로 255-21","-","중개거래","세종"
"603","경기도 군포시 산본동","1123-3","1123","0003","센트로 601 오피스텔","24.2700","202507","08","12,000","20","개인","개인","2018","산본천로 56","-","중개거래","경기 군포시"
"604","전라남도 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","84.7262","202507","08","25,630","8","개인","법인","2019","남악로250번길 60","-","직거래","-"
"605","경기도 용인시 기흥구 서천동","283","0283","0000","희망의도시","13.6200","202507","08","5,400","4","개인","개인","2013","서그내로 52","-","중개거래","경기 용인시 기흥구"
"606","부산광역시 동구 초량동","1210-6","1210","0006","태영 노블리안","39.3750","202507","08","9,500","9","법인","개인","2003","중앙대로 169","-","중개거래","부산 동구"
"607","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","35.5800","202507","08","9,600","10","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"608","부산광역시 동래구 온천동","1412-1","1412","0001","온천동반도보라스카이뷰","25.7550","202507","08","4,280","10","개인","개인","2006","아시아드대로 234","-","중개거래","부산 동래구"
"609","서울특별시 마포구 서교동","371-7","0371","0007","엠제이더퍼스트홍대","18.7600","202507","08","28,500","15","개인","개인","2018","양화로 114","-","중개거래","서울 마포구"
"610","부산광역시 사하구 구평동","34-3","0034","0003","(34-3)","48.7592","202507","08","7,800","2","개인","개인","2016","사하로70번길 33-2","-","중개거래","부산 사하구"
"611","경기도 안양시 동안구 관양동","1597-1","1597","0001","한솔 센트럴파크","37.4000","202507","08","10,000","7","개인","개인","2004","시민대로 297","-","중개거래","경기 안양시 동안구"
"612","경기도 안양시 동안구 관양동","1725-5","1725","0005","제시카타워","40.3050","202507","08","21,500","3","개인","개인","2015"," ","-","중개거래","경기 안양시 동안구"
"613","서울특별시 종로구 내수동","74","0074","0000","광화문시대","32.0100","202507","08","25,500","8","개인","개인","2004","사직로8길 42","-","중개거래","서울 종로구"
"614","서울특별시 강남구 역삼동","825-20","0825","0020","강남역 센트럴 푸르지오 시티","25.8300","202507","08","31,000","9","개인","개인","2015"," ","-","중개거래","서울 강남구"
"615","경상북도 김천시 율곡동","811","0811","0000","영무 메트로","27.2800","202507","08","5,150","12","법인","개인","2015"," ","-","직거래","-"
"616","울산광역시 남구 삼산동","1612-2","1612","0002","나인파크 삼산 오피스텔","32.7300","202507","08","12,900","15","개인","개인","2013","화합로 162","-","중개거래","울산 남구"
"617","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","28.6500","202507","08","17,600","10","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구"
"618","경기도 안성시 대덕면 내리","715-1","0715","0001","청룡오피스텔","24.4400","202507","08","2,900","9","개인","개인","2002","내리7길 21","-","중개거래","경기 안성시"
"619","경기도 파주시 와동동","1433","1433","0000","운정역 센트럴 하이뷰","19.4100","202507","08","12,500","21","개인","개인","2021","경의로 1240","-","직거래","-"
"620","경기도 시흥시 정왕동","1366-14","1366","0014","파인힐 오피스텔","32.1900","202507","08","6,100","10","개인","개인","2003","마유로 226","-","중개거래","경기 시흥시"
"621","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","39.7600","202507","08","28,000","10","법인","개인","2013","구룡길 19","-","중개거래","서울 마포구"
"622","경기도 고양시 일산동구 백석동","1299","1299","0000","현대밀라트","69.9200","202507","08","27,000","9","개인","개인","2003","경의로 47","-","중개거래","경기 고양시 일산동구"
"623","서울특별시 동대문구 장안동","374-9","0374","0009","가우디트윈캐슬1","59.0500","202507","08","31,500","4","개인","개인","2016","한천로24길 74-7","-","중개거래","서울 동대문구"
"624","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","32.8800","202507","08","38,500","8","개인","개인","2017"," ","-","중개거래","서울 강서구"
"625","대구광역시 달서구 본리동","1-3","0001","0003","죽전역 태왕아너스","84.5130","202507","08","25,000","37","개인","법인","2024","와룡로 111","-","중개거래","대구 달서구"
"626","전북특별자치도 전주시 덕진구 덕진동1가","1267-22","1267","0022","세움펠리피아","21.4351","202507","08","11,750","5","개인","개인","2021"," 465","-","중개거래","전북 전주시 덕진구"
"627","서울특별시 강북구 미아동","160-3","0160","0003","수유역푸르지오시티","22.4269","202507","08","13,900","17","개인","개인","2014","도봉로 290","-","중개거래","서울 강북구"
"628","인천광역시 남동구 만수동","906-7","0906","0007","아이원캐슬","63.0700","202507","08","19,000","5","개인","개인","2017"," ","-","중개거래","인천 부평구"
"629","충청남도 아산시 배방읍 장재리","1348","1348","0000","아산배방엘에이치4단지","33.4100","202507","08","9,000","10","개인","개인","2018","공원로 69","-","중개거래","충남 천안시 서북구"
"630","경기도 안산시 단원구 고잔동","523-6","0523","0006","대우마이빌","30.6000","202507","08","6,200","2","개인","개인","2003","고잔로 23-12","-","중개거래","경기 안산시 단원구"
"631","서울특별시 강서구 방화동","904","0904","0000","신마곡벽산블루밍","46.8920","202507","08","36,700","9","개인","개인","2020","양천로10길 38","-","중개거래","서울 강서구"
"632","서울특별시 강서구 마곡동","758-3","0758","0003","마곡헤리움2차","22.5100","202507","08","16,200","8","개인","개인","2016","마곡중앙5로1길 25","-","중개거래","서울 강서구"
"633","대전광역시 유성구 봉명동","445-4","0445","0004","리베라 아이누리2 도시형생활주택","28.3940","202507","08","6,000","4","개인","법인","2013","온천로 26","-","직거래","-"
"634","경기도 성남시 수정구 신흥동","2570","2570","0000","렉스타워2차","66.1647","202507","08","36,000","4","개인","개인","2018","공원로339번길 29","-","중개거래","경기 성남시 수정구"
"635","경기도 의정부시 의정부동","234-4","0234","0004","한솔그랑빌","78.7200","202507","08","20,000","6","개인","개인","2015","태평로 209","-","중개거래","경기 의정부시"
"636","서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","24.6400","202507","08","12,300","16","개인","개인","2012","공원로 15-12","-","중개거래","서울 구로구"
"637","서울특별시 광진구 구의동","547-8","0547","0008","(547-8)","33.0600","202507","08","28,000","10","법인","개인","1991","강변역로4길 68","-","중개거래","서울 광진구"
"638","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","25.3600","202507","08","22,000","8","개인","개인","2014","정자일로 146","-","중개거래","경기 성남시 분당구"
"639","서울특별시 용산구 청파동3가","80-6","0080","0006","용산 다올 노블리움","18.0900","202507","08","19,000","16","개인","개인","2020","청파로 251","-","중개거래","서울 마포구"
"640","울산광역시 남구 신정동","184-2","0184","0002","신정동 아드리아","83.1000","202507","08","28,500","6","개인","법인","2020","돋질로81번길 27","-","중개거래","울산 남구"
"641","경상남도 창원시 성산구 중앙동","97-3","0097","0003","상지솔리움","17.1775","202507","08","2,750","7","개인","개인","2003","중앙대로 75","-","중개거래","경남 창원시 성산구"
"642","경상북도 안동시 풍천면 갈전리","1658","1658","0000","경북도청 코아루프라임시티","20.6306","202507","08","4,500","3","개인","개인","2016","천년숲동로 46","-","중개거래","경북 안동시"
"643","서울특별시 금천구 시흥동","888-14","0888","0014","신영메트로시티","18.2700","202507","08","20,000","7","개인","개인","2021","시흥대로54길 31","-","직거래","-"
"644","서울특별시 금천구 시흥동","888-14","0888","0014","신영메트로시티","18.2700","202507","08","20,000","10","개인","개인","2021","시흥대로54길 31","-","직거래","-"
"645","서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트 레인보우","19.0200","202507","08","10,200","8","개인","개인","2012","공원로6길 25","-","중개거래","서울 구로구"
"646","인천광역시 서구 청라동","97-1","0097","0001","청라시티타워 삼정그린코아 더시티","20.5998","202507","08","9,250","18","법인","개인","2022","청라한내로72번길 7","-","직거래","-"
"647","전라남도 목포시 상동","1148-1","1148","0001","초원오피스텔","82.0000","202507","08","9,750","7","개인","개인","2002","원형서로 42","-","직거래","-"
"648","전라남도 목포시 옥암동","949-25","0949","0025","신도시오피스텔","47.8500","202507","08","3,300","4","개인","개인","2002","하당로311번길 6-1","-","직거래","-"
"649","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"650","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"651","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"652","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"653","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"654","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"655","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"656","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"657","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"658","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"659","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"660","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"661","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"662","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"663","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"664","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"665","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"666","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"667","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"668","경기도 양주시 광사동","657","0657","0000","메가시티프라자","18.4300","202507","08","7,178","6","기타","법인","2010","고읍남로 23","-","직거래","-"
"669","서울특별시 송파구 잠실동","178-6","0178","0006","잠실 M타워","17.1700","202507","08","17,000","7","개인","개인","2018","올림픽로8길 7","20250710","중개거래","서울 송파구"
"670","경상북도 안동시 풍천면 갈전리","1658","1658","0000","경북도청 코아루프라임시티","20.4941","202507","08","6,000","3","개인","개인","2016","천년숲동로 46","-","중개거래","경북 안동시"
"671","부산광역시 부산진구 개금동","197-5","0197","0005","성원쌍떼뷰","81.4800","202507","08","8,500","4","개인","개인","2004","개금온정로 5","-","중개거래","부산 부산진구"
"672","서울특별시 동대문구 답십리동","530-17","0530","0017","한성아펠시티","22.1400","202507","08","17,825","13","개인","개인","2019","황물로 168","-","중개거래","서울 동대문구"
"673","서울특별시 용산구 한강로3가","16-91","0016","0091","(16-91)","25.9100","202507","08","27,500","7","개인","법인","1990","이촌로 5","-","중개거래","서울 용산구"
"674","전북특별자치도 전주시 덕진구 장동","1111","1111","0000","대방 디엠시티","20.9997","202507","08","8,000","17","개인","개인","2020"," 77","-","중개거래","전북 전주시 덕진구"
"675","충청남도 천안시 서북구 백석동","1054","1054","0000","천안 백석 하우스토리 엔시티","20.9600","202507","08","5,400","7","개인","개인","2020","한들1로 218","-","중개거래","충남 천안시 서북구"
"676","경기도 시흥시 도창동","78","0078","0000","대선월드피아","36.5400","202507","08","7,400","4","개인","개인","2004","매화로 153","-","중개거래","경기 시흥시"
"677","경기도 수원시 영통구 이의동","1352","1352","0000","에듀하임1309오피스텔","24.9700","202507","08","15,600","15","법인","개인","2014","에듀타운로 101","-","중개거래","경기 수원시 영통구"
"678","울산광역시 남구 신정동","1910","1910","0000","대공원 코아루 파크베르","84.4444","202507","08","30,000","4","개인","개인","2018"," ","-","중개거래","울산 남구"
"679","인천광역시 서구 청라동","97-1","0097","0001","청라시티타워 삼정그린코아 더시티","19.4127","202507","08","9,250","17","법인","개인","2022","청라한내로72번길 7","-","직거래","-"
"680","서울특별시 종로구 효제동","45","0045","0000","반도 보라 아이비 타워","29.6200","202507","08","18,000","7","개인","개인","2003","창경궁로16길 70","-","중개거래","서울 종로구"
"681","서울특별시 영등포구 당산동4가","1-2","0001","0002","코오롱 스타폴리스","41.2200","202507","08","23,800","13","개인","개인","2005","영신로 219","-","중개거래","서울 영등포구"
"682","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","31.7960","202507","08","12,000","16","개인","개인","2013","동탄원천로 360","-","직거래","-"
"683","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","25.6979","202507","08","13,000","6","개인","개인","2014","자곡로 180","-","중개거래","서울 강남구"
"684","경기도 안양시 만안구 안양동","433","0433","0000","안양 센트럴 헤센 2차","29.7365","202507","08","16,300","10","개인","개인","2021","안양로 186","-","중개거래","경기 안양시 만안구"
"685","부산광역시 동래구 온천동","1842","1842","0000","온천 삼정그린코아더베스트","84.7067","202507","08","33,400","9","개인","개인","2019","중앙대로1493번길 16","-","중개거래","부산 동래구"
"686","경상북도 상주시 냉림동","408","0408","0000","상주 미소지움 더퍼스트","84.8828","202507","08","25,500","18","개인","개인","2021","냉림3길 67-14","-","중개거래","경북 상주시"
"687","경기도 고양시 덕양구 화정동","965","0965","0000","오벨리스크","30.5910","202507","08","11,300","10","개인","개인","2003","화정로 65","-","중개거래","경기 고양시 덕양구"
"688","서울특별시 강남구 수서동","716","0716","0000","사이룩스","51.3800","202507","08","37,500","7","개인","개인","2003","광평로 295","-","중개거래","서울 강남구"
"689","울산광역시 남구 삼산동","1624-1","1624","0001","코아루 벨라채","28.4400","202507","08","9,200","19","개인","개인","2017","삼산로 358","-","중개거래","울산 남구"
"690","경기도 안양시 동안구 관양동","1597-1","1597","0001","한솔 센트럴파크","37.4000","202507","08","13,750","17","개인","개인","2004","시민대로 297","-","중개거래","경기 안양시 동안구"
"691","경기도 시흥시 배곧동","229-1","0229","0001","배곧 유호 N-CITY 2차","22.7615","202507","08","8,200","4","개인","개인","2019","배곧2로 95","-","중개거래","경기 시흥시"
"692","대구광역시 중구 동문동","13-4","0013","0004","대구 동문동 현대썬앤빌 중앙로역 오피스텔","28.6900","202507","08","15,000","21","개인","개인","2021","경상감영길 222","-","중개거래","대구 북구"
"693","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,210","6","개인","법인","2021","송정로15번길 27","-","직거래","-"
"694","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,710","14","개인","법인","2021","송정로15번길 27","-","직거래","-"
"695","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,610","12","개인","법인","2021","송정로15번길 27","-","직거래","-"
"696","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,510","11","개인","법인","2021","송정로15번길 27","-","직거래","-"
"697","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,410","9","개인","법인","2021","송정로15번길 27","-","직거래","-"
"698","경기도 부천시 원미구 상동","548-4","0548","0004","굿모닝오피스텔","31.0200","202507","08","8,500","6","개인","개인","2004"," 64","-","중개거래","경기 부천시 원미구"
"699","부산광역시 연제구 연산동","588-6","0588","0006","경보이리스힐 오피스텔","26.1000","202507","08","4,400","9","개인","개인","2013","중앙대로1134번길 34","-","중개거래","부산 연제구"
"700","경기도 부천시 원미구 상동","412-2","0412","0002","대명앤스빌(1차)","31.2475","202507","08","8,500","15","개인","개인","2003"," 26","-","중개거래","경기 부천시 원미구"
"701","경기도 고양시 덕양구 삼송동","289","0289","0000","현대썬앤빌","24.6500","202507","08","14,000","13","개인","개인","2018","삼송로 210","-","중개거래","경기 고양시 덕양구"
"702","경기도 고양시 일산서구 대화동","2239-1","2239","0001","월드메르디앙오피스텔","67.7000","202507","08","20,500","9","개인","개인","2005","주화로 180","-","중개거래","경기 고양시 일산서구"
"703","서울특별시 성동구 용답동","232-1","0232","0001","신창비바패밀리","56.0000","202507","08","29,500","3","개인","개인","2006","천호대로 400","-","중개거래","서울 성동구"
"704","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","24.4000","202507","08","16,000","2","개인","개인","2016","마곡서로 170","-","중개거래","서울 강서구"
"705","인천광역시 미추홀구 주안동","1532-2","1532","0002","이츠","69.6200","202507","08","17,300","14","개인","개인","2016"," 12-26","-","중개거래","인천 미추홀구"
"706","광주광역시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","49.2109","202507","08","14,210","6","개인","법인","2021","송정로15번길 27","-","직거래","-"
"707","경기도 고양시 덕양구 덕은동","712","0712","0000","힐스테이트 에코 덕은","18.8656","202507","08","16,000","8","개인","개인","2023"," ","-","중개거래","경기 고양시 덕양구"
"708","서울특별시 은평구 응암동","126-15","0126","0015","한힘주택","44.3200","202507","08","17,000","5","개인","개인","2011","불광천길 462-11","-","중개거래","서울 은평구"
"709","울산광역시 중구 우정동","529","0529","0000","타워더모스트 우정혁신도시","22.5700","202507","07","9,500","9","개인","개인","2018","종가로 313","-","중개거래","울산 중구"
"710","대구광역시 중구 동산동","916","0916","0000","청라언덕역 서한포레스트","84.7928","202507","07","35,000","6","개인","개인","2022","달구벌대로 2021","-","직거래","-"
"711","부산광역시 수영구 수영동","449-3","0449","0003","수영유건코아텔2차","33.1100","202507","07","6,600","5","개인","개인","2003","연수로401번길 20","-","직거래","-"
"712","인천광역시 연수구 송도동","316","0316","0000","힐스테이트 송도 더테라스","84.1919","202507","07","35,000","16","개인","개인","2020"," ","-","중개거래","인천 연수구"
"713","서울특별시 금천구 시흥동","882-61","0882","0061","시흥 사거리 와이즈 플레이스","18.2500","202507","07","9,500","11","개인","개인","2012","시흥대로 236","-","중개거래","경기 시흥시"
"714","서울특별시 강동구 천호동","163-7","0163","0007","현일 디와이디","24.0000","202507","07","24,000","13","개인","개인","2019","진황도로 53-3","-","중개거래","서울 강동구"
"715","경기도 하남시 망월동","1099","1099","0000","하남미사 롯데캐슬 스타","26.1800","202507","07","17,000","11","개인","개인","2019","미사강변중앙로 190","-","중개거래","경기 하남시"
"716","충청북도 청주시 흥덕구 오송읍 연제리","664","0664","0000","두산위브 센티움","24.6300","202507","07","6,000","17","개인","개인","2014","오송생명3로 31","-","직거래","-"
"717","경기도 수원시 권선구 권선동","1013-19","1013","0019","에스띠보보","24.4600","202507","07","5,000","4","개인","개인","2002","효원로266번길 12","-","중개거래","경기 수원시 팔달구"
"718","경기도 남양주시 다산동","6058","6058","0000","다산 헤리움 그랑비스타 2차","20.3432","202507","07","11,500","15","개인","개인","2019","다산중앙로123번길 22-30","-","직거래","-"
"719","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202507","07","21,000","10","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"720","경상남도 창원시 성산구 대원동","96-6","0096","0006","대원그린빌","23.2100","202507","07","3,200","4","개인","개인","2003","대원로27번길 20","-","직거래","-"
"721","경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","24.8925","202507","07","4,000","7","개인","개인","2015"," ","-","직거래","-"
"722","경기도 의정부시 의정부동","486","0486","0000","제일퍼스트빌-Ⅲ","27.9900","202507","07","7,000","7","개인","개인","2004","시민로 29","-","직거래","-"
"723","경기도 부천시 소사구 옥길동","777-4","0777","0004","서영아너시티1차","25.9100","202507","07","13,700","9","법인","개인","2019"," 227","-","중개거래","경기 부천시 소사구"
"724","대구광역시 북구 칠성동2가","1-2","0001","0002","MH엘퍼스트 오페라","32.8000","202507","07","8,000","9","개인","개인","2015"," ","20250710","중개거래","대구 달성군"
"725","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202507","07","33,000","27","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"726","서울특별시 용산구 원효로3가","277-13","0277","0013","용산 클라우드 나인 오피스텔","17.0764","202507","07","29,500","12","개인","법인","2021","원효로 109","-","중개거래","서울 용산구"
"727","경상남도 창원시 성산구 중앙동","95-1","0095","0001","하이페르 오피스텔","34.1900","202507","07","5,200","10","개인","개인","2003","용지로 96","-","중개거래","경남 창원시 성산구"
"728","경기도 용인시 수지구 상현동","1132-3","1132","0003","광교푸르지오시티3단지","27.8330","202507","07","16,000","5","개인","법인","2013","광교중앙로296번길 14","-","직거래","-"
"729","인천광역시 계양구 계산동","956-6","0956","0006","대덕 노바체","33.5400","202507","07","9,900","12","개인","개인","2004","계양대로 188","-","중개거래","인천 계양구"
